id,magazine_id,content,vector_representation
658,770,Ut enim ad minim veniam,
659,419,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
660,197,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
661,5,Ut enim ad minim veniam,
662,657,Ut enim ad minim veniam,
663,601,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
664,159,Lorem ipsum dolor sit amet,
665,360,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
666,199,consectetur adipiscing elit.,
667,375,Lorem ipsum dolor sit amet,
668,463,consectetur adipiscing elit.,
669,1000,consectetur adipiscing elit.,
670,556,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
671,251,Ut enim ad minim veniam,
672,413,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
673,657,Lorem ipsum dolor sit amet,
674,475,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
675,484,Lorem ipsum dolor sit amet,
676,818,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
677,557,Ut enim ad minim veniam,
678,117,Ut enim ad minim veniam,
679,797,Ut enim ad minim veniam,
680,304,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
681,839,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
682,997,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
683,967,consectetur adipiscing elit.,
684,207,Lorem ipsum dolor sit amet,
685,909,Ut enim ad minim veniam,
686,452,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
687,305,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
688,808,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
689,29,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
690,902,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
691,713,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
692,508,consectetur adipiscing elit.,
693,798,Lorem ipsum dolor sit amet,
694,160,Lorem ipsum dolor sit amet,
695,836,Lorem ipsum dolor sit amet,
696,667,consectetur adipiscing elit.,
697,461,consectetur adipiscing elit.,
698,483,consectetur adipiscing elit.,
699,131,consectetur adipiscing elit.,
700,741,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
701,683,Lorem ipsum dolor sit amet,
702,743,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
703,418,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
704,601,Ut enim ad minim veniam,
705,90,Lorem ipsum dolor sit amet,
706,754,Ut enim ad minim veniam,
707,439,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
708,682,Lorem ipsum dolor sit amet,
709,944,Lorem ipsum dolor sit amet,
710,51,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
711,902,Ut enim ad minim veniam,
712,570,Lorem ipsum dolor sit amet,
713,96,Ut enim ad minim veniam,
714,350,consectetur adipiscing elit.,
715,408,Ut enim ad minim veniam,
716,646,Ut enim ad minim veniam,
717,380,consectetur adipiscing elit.,
718,477,Ut enim ad minim veniam,
719,658,Ut enim ad minim veniam,
720,455,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
721,883,consectetur adipiscing elit.,
722,988,consectetur adipiscing elit.,
723,35,Ut enim ad minim veniam,
724,873,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
725,891,Ut enim ad minim veniam,
726,945,consectetur adipiscing elit.,
727,299,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
728,61,Ut enim ad minim veniam,
729,317,consectetur adipiscing elit.,
730,840,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
731,669,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
732,219,consectetur adipiscing elit.,
733,320,Ut enim ad minim veniam,
734,570,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
735,926,Ut enim ad minim veniam,
736,64,consectetur adipiscing elit.,
737,327,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
738,565,Lorem ipsum dolor sit amet,
739,20,Ut enim ad minim veniam,
740,294,Ut enim ad minim veniam,
741,916,Ut enim ad minim veniam,
742,708,Lorem ipsum dolor sit amet,
743,815,consectetur adipiscing elit.,
744,136,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
745,27,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
746,750,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
747,676,Lorem ipsum dolor sit amet,
748,744,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
749,282,Lorem ipsum dolor sit amet,
750,371,Ut enim ad minim veniam,
751,81,Ut enim ad minim veniam,
752,54,consectetur adipiscing elit.,
753,699,Lorem ipsum dolor sit amet,
754,32,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
755,500,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
756,832,consectetur adipiscing elit.,
757,822,Ut enim ad minim veniam,
758,338,consectetur adipiscing elit.,
759,34,Ut enim ad minim veniam,
760,894,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
761,475,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
762,600,Lorem ipsum dolor sit amet,
763,480,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
764,79,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
765,255,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
766,932,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
767,993,consectetur adipiscing elit.,
768,368,consectetur adipiscing elit.,
769,380,Ut enim ad minim veniam,
770,438,Ut enim ad minim veniam,
771,841,Ut enim ad minim veniam,
772,735,Lorem ipsum dolor sit amet,
773,10,Ut enim ad minim veniam,
774,617,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
775,968,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
776,879,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
777,169,consectetur adipiscing elit.,
778,924,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
779,852,Ut enim ad minim veniam,
780,28,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
781,626,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
782,672,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
783,445,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
784,447,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
785,103,consectetur adipiscing elit.,
786,616,Lorem ipsum dolor sit amet,
787,725,Lorem ipsum dolor sit amet,
788,475,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
789,759,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
790,336,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
791,497,Ut enim ad minim veniam,
792,443,consectetur adipiscing elit.,
793,30,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
794,193,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
795,221,Lorem ipsum dolor sit amet,
796,773,Ut enim ad minim veniam,
797,729,Ut enim ad minim veniam,
798,534,Ut enim ad minim veniam,
799,611,consectetur adipiscing elit.,
800,881,Lorem ipsum dolor sit amet,
801,633,Lorem ipsum dolor sit amet,
802,256,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
803,816,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
804,487,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
805,418,Ut enim ad minim veniam,
806,604,Lorem ipsum dolor sit amet,
807,394,Lorem ipsum dolor sit amet,
808,888,consectetur adipiscing elit.,
809,850,Ut enim ad minim veniam,
810,51,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
811,511,Lorem ipsum dolor sit amet,
812,433,Ut enim ad minim veniam,
813,857,Lorem ipsum dolor sit amet,
814,447,Ut enim ad minim veniam,
815,526,Lorem ipsum dolor sit amet,
816,452,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
817,148,Lorem ipsum dolor sit amet,
818,260,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
819,891,consectetur adipiscing elit.,
820,655,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
821,216,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
822,834,consectetur adipiscing elit.,
823,642,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
824,743,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
825,870,Lorem ipsum dolor sit amet,
826,402,consectetur adipiscing elit.,
827,341,Lorem ipsum dolor sit amet,
828,587,consectetur adipiscing elit.,
829,707,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
830,229,consectetur adipiscing elit.,
831,115,Lorem ipsum dolor sit amet,
832,629,Lorem ipsum dolor sit amet,
833,966,Lorem ipsum dolor sit amet,
834,672,Ut enim ad minim veniam,
835,353,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
836,348,consectetur adipiscing elit.,
837,412,consectetur adipiscing elit.,
838,453,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
839,254,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
840,634,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
841,798,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
842,211,Ut enim ad minim veniam,
843,408,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
844,434,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
845,889,Ut enim ad minim veniam,
846,973,consectetur adipiscing elit.,
847,859,Lorem ipsum dolor sit amet,
848,757,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
849,223,consectetur adipiscing elit.,
850,821,consectetur adipiscing elit.,
851,40,Ut enim ad minim veniam,
852,618,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
853,389,consectetur adipiscing elit.,
854,652,Lorem ipsum dolor sit amet,
855,217,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
856,776,Ut enim ad minim veniam,
857,258,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
858,469,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
859,110,Lorem ipsum dolor sit amet,
860,620,Ut enim ad minim veniam,
861,406,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
862,365,Lorem ipsum dolor sit amet,
863,1,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
864,307,Lorem ipsum dolor sit amet,
865,575,Lorem ipsum dolor sit amet,
866,687,consectetur adipiscing elit.,
867,115,consectetur adipiscing elit.,
868,122,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
869,355,consectetur adipiscing elit.,
870,792,Lorem ipsum dolor sit amet,
871,411,Ut enim ad minim veniam,
872,455,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
873,41,consectetur adipiscing elit.,
874,446,consectetur adipiscing elit.,
875,654,Ut enim ad minim veniam,
876,324,Ut enim ad minim veniam,
877,27,Lorem ipsum dolor sit amet,
878,380,Ut enim ad minim veniam,
879,212,Lorem ipsum dolor sit amet,
880,876,consectetur adipiscing elit.,
881,736,Lorem ipsum dolor sit amet,
882,919,Lorem ipsum dolor sit amet,
883,615,Ut enim ad minim veniam,
884,318,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
885,619,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
886,236,Ut enim ad minim veniam,
887,153,Lorem ipsum dolor sit amet,
888,382,Ut enim ad minim veniam,
889,981,consectetur adipiscing elit.,
890,580,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
891,9,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
892,731,Ut enim ad minim veniam,
893,985,Lorem ipsum dolor sit amet,
894,932,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
895,306,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
896,471,Ut enim ad minim veniam,
897,232,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
898,86,Lorem ipsum dolor sit amet,
899,14,Ut enim ad minim veniam,
900,506,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
901,931,consectetur adipiscing elit.,
902,828,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
903,110,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
904,658,Lorem ipsum dolor sit amet,
905,814,Lorem ipsum dolor sit amet,
906,770,consectetur adipiscing elit.,
907,145,Lorem ipsum dolor sit amet,
908,855,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
909,585,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
910,494,Ut enim ad minim veniam,
911,305,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
912,566,Ut enim ad minim veniam,
913,463,Ut enim ad minim veniam,
914,601,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
915,224,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
916,878,Ut enim ad minim veniam,
917,676,Ut enim ad minim veniam,
918,77,Ut enim ad minim veniam,
919,645,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
920,78,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
921,623,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
922,220,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
923,313,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
924,253,Ut enim ad minim veniam,
925,352,Ut enim ad minim veniam,
926,657,Lorem ipsum dolor sit amet,
927,514,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
928,829,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
929,81,Ut enim ad minim veniam,
930,520,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
931,962,Lorem ipsum dolor sit amet,
932,133,Ut enim ad minim veniam,
933,285,Ut enim ad minim veniam,
934,226,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
935,928,consectetur adipiscing elit.,
936,859,Ut enim ad minim veniam,
937,991,consectetur adipiscing elit.,
938,842,Ut enim ad minim veniam,
939,662,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
940,17,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
941,865,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
942,503,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
943,454,consectetur adipiscing elit.,
944,161,consectetur adipiscing elit.,
945,30,consectetur adipiscing elit.,
946,870,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
947,202,Ut enim ad minim veniam,
948,964,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
949,899,consectetur adipiscing elit.,
950,559,consectetur adipiscing elit.,
951,857,Lorem ipsum dolor sit amet,
952,21,consectetur adipiscing elit.,
953,600,Lorem ipsum dolor sit amet,
954,98,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
955,23,Ut enim ad minim veniam,
956,74,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
957,166,Lorem ipsum dolor sit amet,
958,947,Ut enim ad minim veniam,
959,910,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
960,162,Lorem ipsum dolor sit amet,
961,474,consectetur adipiscing elit.,
962,616,consectetur adipiscing elit.,
963,380,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
964,582,Lorem ipsum dolor sit amet,
965,239,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
966,3,Lorem ipsum dolor sit amet,
967,613,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
968,803,consectetur adipiscing elit.,
969,822,Ut enim ad minim veniam,
970,118,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
971,722,Ut enim ad minim veniam,
972,323,Lorem ipsum dolor sit amet,
973,749,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
974,597,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
975,808,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
976,853,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
977,740,Lorem ipsum dolor sit amet,
978,698,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
979,924,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
980,345,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
981,689,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
982,465,Ut enim ad minim veniam,
983,971,Lorem ipsum dolor sit amet,
984,149,Lorem ipsum dolor sit amet,
985,464,consectetur adipiscing elit.,
986,359,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
987,951,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
988,83,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
989,230,Ut enim ad minim veniam,
990,132,Lorem ipsum dolor sit amet,
991,104,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
992,928,Lorem ipsum dolor sit amet,
993,723,consectetur adipiscing elit.,
994,906,Ut enim ad minim veniam,
995,747,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
996,537,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,
997,649,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
998,46,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,
999,790,consectetur adipiscing elit.,
1000,660,Lorem ipsum dolor sit amet,
